web-scraper-order,web-scraper-start-url,next_button,next_button-href,content
"1531873444-3201","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-419","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-419""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-419"" id=""actrade-9780197261767-div2titlemilestone-419"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000412-title-"" id=""actrade-9780197261767-milestone-884"" class=""lineMilestone""></span>412. Ralph Hassell<span class=""br""></span>James Fort, Accra, 7 Oct. 1681</h2>
<p>These may serve your Honour for advise onely. I am I praise God in safety (though with difficulty) arrived here ashoare, for which I onely give God the glory, and humble thankes to your Honour. I write onely now per via advise that the people which your Honour did detayne yesterday arrived here with your Honours letter, which I thinke you did beyond expression most discreetly, and God alone be your adviser and councellour still to act good as you have in that onely thing to myselfe. The narrative shall be more ample for the future [PS] Pray excuse brevity at present but after Captain Rickards departure shall inlarge. I have given Mr Nightingale a receipt for all things here that found. Idem ad eternum.<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-885"" id=""legend-actrade-9780197261767-milestone-885""><a href=""#paratextdiv-actrade-9780197261767-note-296"" id=""actrade-9780197261767-milestone-885"" class=""milestoneText marker""><sup>19</sup></a></span></p>
</div></div>"
"1531873933-3235","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-453","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-453""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-453"" id=""actrade-9780197261767-div2titlemilestone-453"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000446-title-"" id=""actrade-9780197261767-milestone-976"" class=""lineMilestone""></span>446. Ralph Hassell<span class=""br""></span>James Fort, Accra, 14 Jan. 1682/3</h2>
<p>I wrote your Honour in my last that I would inlarge in my next, this being the sequall. Thought might have kist your hand ere this, but the canoe per via Annamaboe past unknowne to mee in the night. I suppose your honour hath heard how Captain Mingham and his Docter parted and the reasons therefore, hee haveing threatned the Captains death by poyson [he] was unwilling to carry him farther for feare his devilish threats might take place, and worke to strongly on such evill minded persons. Hee arrived here and not being well, stay'd 2 dayes and was blooded per Samuell Stone, and some of his men being sick aboard did desire the Captain that hee would speake to mee that Samuell Stone might goe with them in the ship. Hee made severall propositions to him before I knew itt, and [Stone] said if I would give my consent hee would goe, and being earnestly desired per Captain Mingham to lett him goe, I told him I durst not, unless your Honour would order <span id=""page198"" class=""page-break""><span id=""actrade-9780197261767-milestone-977"">pg 198</span></span>mee. Hee offered mee and has given mee his obligation for 100£ sterling to indemnify mee from the Company and your honour, and hope your honour will not think itt ill done since hee is still in the Companys service and may be more beneficiall in that imploy then here. I alsoe had one bendy to pay what he owed Captain Phipps and myselfe etc. and one months pay that was due to him, and if that hee stayed here on[e] hundred years in the capacity hee was in hee would never have paid what he owed, although I gave him his dyett and cloathed him. I suppose your honour has been informed per Mr Towgood how the slaves would have rose upon us, but being prevented all is well. I have, humbley begging your pardon, put on board Captain Branfill the 4 greatest rogues and 4 woemen, and have received in leiw thereof 170 ounces of corrall, which hope will turne to better advance, for itt eats noe corne, which now is deare. And the canoe which went up with Mr Winder received verry much damage, soe that I could not mend her here, soe have sold her to Captain Branfill for 8 sletias, which shall have creditt in this months account and is more then her prime cost. I have hindred all canoes from tradeing with him in this roade, soe that now hee is 3 leagues to leward at Tishee. The Dutchman here paniard some goods that I had sold some Acquomboes, and I have donne the like by him when I caught the goods hee sold, as hee did in my towne, soe pray informe the Dutch Generall if hee gave him such orders, for I conjecture that hee doth itt out of mallice that they bought them here, and He not be wanting to doe as he doth after I heare your answer, neither will I release what I have till hee doth, because hee made the first beginning. This I hope may find your honour with all Gentlemen in prosperous health as itt now leaves mee. Here is now in this road and in this place 4 sayle of ships vizt Captain Branfill and 2 interlopers, whose names I know not but one the blacks tells mee is one Salloway a Dutch interloper, and Thomas Travers whoe arrived here yesterday. I have here inclosed sent my Decembers account, which was forgott in my last, and humbly intreate your honour that Docter Askin may be here in case of accidents, being now noe more then 6 whitemen.</p>
</div></div>"
"1531874625-3283","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-501","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-501""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-501"" id=""actrade-9780197261767-div2titlemilestone-501"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000493-title-"" id=""actrade-9780197261767-milestone-1183"" class=""lineMilestone""></span>493. John Winder<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-1184"" id=""legend-actrade-9780197261767-milestone-1184""><a href=""#paratextdiv-actrade-9780197261767-note-421"" id=""actrade-9780197261767-milestone-1184"" class=""milestoneText marker""><sup>70</sup></a></span><span class=""br""></span>Guydah, 15 March 1682/3</h2>
<p>Whereas John Thorne in his letter of the 28th January last accuseth me of the following misdemeanours:</p>
<p>lstly. That upon my arrivall at Ophra the 12th day of Febuary 1681/2 I desired the Phidalgoe that I might reside in his country and that he would protect me from Mr Smith, whome I pretended was my enemy and would have me to Guidah; of which (he saith) I had advice before from Mr Spurvay</p>
<p>2ndly. That I received a letter from Mr John Smith the 22nd following wherein I was desired by him, to make all possible hast to Guidah, did acquaint the Phidalgoe that Mr Smith had sent for me with an intent to withdraw the factory from Ophra, and that I againe desir'd his protection, which being granted, he saith I wrote to Mr Smith that I was detained by the Phidalgoe and could not possibly come to Guidah. 3rdly. Being demanded by the said John Thorne, why I was so unwilling to goe <span id=""page253"" class=""page-break""><span id=""actrade-9780197261767-milestone-1185"">pg 253</span></span>with Mr Smith when return'd to Guidah from Ophra, I answered Mr Smith had a mind to keepe me at Guidah, and come to settle at Ophra himselfe, that I had received severall abuses from whitemen at Guidah and that I thought it not a place fitt for a factory, in regard the prices of slaves was exhaurted to 25 per cent more then at Ophra.</p>
<p>4thly. That Mr Smith came to Ophra in the night with a spare hammack, and being without sent Francis Capell to the factory, acquainting me with his designe and desireing me to come to him, which (he saith) I did, and as I went acquainted some of the Phidalgoes people therewith, whereupon the towne was up in arms and Mr Smith forct to goe without me.</p>
<p>5thly. That Captain Richard Shepheard being arrived at Guidah I desired John Thome to speake to the Phidalgoe to lett me goe on board him, but he being doubtfull of my returne was unwilling to lett me goe, upon which he saith I proffered him a bond of 100£,<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-1186"" id=""legend-actrade-9780197261767-milestone-1186""><a href=""#paratextdiv-actrade-9780197261767-note-422"" id=""actrade-9780197261767-milestone-1186"" class=""milestoneText marker""><sup>71</sup></a></span> and another to the Phidalgoe of 60 slaves to be forfeited if I did not returne, upon which consideration leave was granted to me.</p>
<p>6thly. That the said John Thorne did often solicite me to take care for his departure from Ophra and that I would send him booges to maintaine the factory, and not lett the Companys barrs be sold at soe pittifull a price as 3 pound of booges, to which (he saith) I never returned him an answer</p>
<p>To which particulars I returne these answers:</p>
<p>To the 1st. I acknowledge I arrived at Ophra around the time John Thorne mentions, but that I had any intention to reside there I utterly deny; neither did I ever request the Phidalgoe to protect me from Mr Smith, having no other intention but to returne to Guidah as soone as I had completed my business, and acquainted the Phidalgoe with the Agent Generalls and Councills instructions; and as to what he saith that I had notice from Mr Spurvay of Mr Smiths ill intentions towards me, I call God to wittness I never received any letter from him in my life; neither doe I remember I ever soe much as mentioned his name to John Thorne.</p>
<p>To the 2nd. I acknowledge that I wrote to Mr Smith in answer to his of 22nd February that the Phidalgoe did detaine me, and that I had soe great a watch over me that I could not possibly make my escape, but that it was my owne contrivance, I againe call God to wittness, tis a most notorious lye, and I hope not to be credited; since Thorne doth attest in the 5th article, that I went on shoare at Guidah, and forfeited bonds I had given for my returne.</p>
<p>To the 3rd. I acknowledge I did often say that I thought Ophra more convenient for the Companys factory then Guidah, by reason of the cheapness of carrying goods to the factory from the waterside was not soe great, and that slaves were to be had there at a far lower rate. As to what he saith that I told him of Mr Smiths designe to keep me at Guidah and settle himself at Ophra, I doe attest that the said John Thorne did endeavour to perswade me Mr Smith had such a designe, which I never <span id=""page254"" class=""page-break""><span id=""actrade-9780197261767-milestone-1187"">pg 254</span></span>credited, knowing he did it on purpose, to alienate my affections from the said Mr Smith.</p>
<p>To the 4th. I can safely take my corporall oath,<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-1188"" id=""legend-actrade-9780197261767-milestone-1188""><a href=""#paratextdiv-actrade-9780197261767-note-423"" id=""actrade-9780197261767-milestone-1188"" class=""milestoneText marker""><sup>72</sup></a></span> that when I went out of the factory to Mr Smith, I did it with as real a designe to make my escape with him to Guidah as ever I did any thing in my life, and might have gon away had not Thorne sent the Blacks to panyare us.</p>
<p>To the 5th. I acknowledge it true, and that I did give a bond of 100£ to John Thorne and of 30 Slaves to the Phidalgoe for my returne to Ophra, without which I could not possibly escape, and here I desire John Thornes roguery may be taken notice of, for if he had noe designe to prevent my goeing away, why did he make me give him a bond to assure him of my returne.</p>
<p>To the 6th. I confess I never sent John Thorne any booges, it being contrary to my orders to send any goods or any person there till he was gon off.</p></div></div>"
"1531876141-3385","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div4-94","<div id=""contentRoot""><div class=""div4 letter sub-work""><a name=""actrade-9780197261767-div4-94""></a><h4><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div4titlemilestone-94"" id=""actrade-9780197261767-div4titlemilestone-94"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000584-title-"" id=""actrade-9780197261767-milestone-1412"" class=""lineMilestone""></span>584. James Nightingale &amp; Robert Hollings<span class=""br""></span>Wyamba, 7 May 1681</h4>
<p>This conveyance brings the several coppyes of what wee wrotte you upon the receipt of yours mentioning the unfortunate loss of the 15 hand canoe etc. Per ours to your honour at that time you will find how affaires where with us at that time. According to the dates of them wee have expected some answer, for the want of which Captain Bowler is very impatient, not knowing what it may meane, and likewise his provissions growing very short he is compelled to depart the coast. Wee have desired of ditto Bowler this morning how long he intends to stay for answer from your Honour, he replyed that in his letter bearing date the 25th ultimo he hath signified his mind, the limitt of which time he is resolved not to exceed now, fearing that his with our letters of the same date may not come to hand. Wee have this possitive answer from him, that within 5 dayes from this date he intends for Accra and there to land the remaines, soe go off the coast with those Negroes that are on board, Mr Nightingale having refused to take the goods ashore at this place, it beeing as he sayes besides his orders to doe it. Wee have been heere this last time about 11 or 12 dayes. Indeed our trade gives but little incoura[ge]ment, wee having purchased few slaves. The Queen of Anguinna came to this towne on Thursday last, has promised the payment of some part of her debt to the Roy all Affrican Company of England, and as the Negroes say is ready with her pawnes for the settlement of a factory here. She likewise promises the best of her indeavour for procuring slaves.</p>
<p><span id=""page303"" class=""page-break""><span id=""actrade-9780197261767-milestone-1413"">pg 303</span></span>She hath allready done this for us (there being an English interloper who came down here the 4th insten, one Richard Lumley Commander) to put one of the natives in irons at the factory, for sending a slave aboard of him, and has commanded that he be put one board of us. Wee have had an ill accident befalling us aboard, which is the loss of a hogshead of our Negroe brandy, and likewise a great part of our Negroe bread has been throwne over board since wee came here, it being old bread when bought in England as may be beleeved, and not fitt for use. There is absolute necessity for a recruite of brandy for the Negroes, without which if wee depart the coast it may be the loss of many of our Negroes in the voyage. This being the needfull wee humble desire your Honour may be pleased to send us a speedy answer.</p></div></div>"
"1531870398-2994","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div1-13","<div id=""contentRoot""><div class=""div1 letter collection top-level-work""><a name=""actrade-9780197261767-div1-13""></a><h1><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div1titlemilestone-13"" id=""actrade-9780197261767-div1titlemilestone-13"" class=""lineMilestone""></span><span id=""page92"" class=""page-break""><span id=""actrade-9780197261767-milestone-491"">pg 92</span></span><span nearest-note="""" sortable-milestone=""000000004-title-"" id=""actrade-9780197261767-milestone-492"" class=""lineMilestone""></span>IV<span class=""br""></span>ANOMABU</h1>
  <div class=""div2 editorial prelim""><a name=""actrade-9780197261767-div2-212""></a><p>The RAC factory at Anomabu ('Annamaboe') had been established in 1679.<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-493"" id=""legend-actrade-9780197261767-milestone-493""><a href=""#paratextdiv-actrade-9780197261767-note-196"" id=""actrade-9780197261767-milestone-493"" class=""milestoneText marker""><sup>1</sup></a></span> It was occupied continuously through the period 1681–3; the same man, Richard Thelwall, serving as chief factor there throughout. As is alluded to in this correspondence (<a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-246#actrade-9780197261767-milestone-557"">no.242</a>) the factory in 1681 was in the process of being fortified (with 'flankers', or defensive earthworks). It was already known as Charles Fort; although Thelwall's letters never use this name, it does appear in a letter written from Anomabu by a visiting ship in 1682 (<a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div4-36#actrade-9780197261767-milestone-1288"">no.529</a>). The factory supplied mainly gold, but also some slaves; it was also important for the provision of corn to slave-ships, and served as a base for fishing for oyster shells (burned to produce lime for building), at the sandbank off Amisa ('Amersa', 'Amessa') to the east.</p>
<p>Anomabu, like Anashan to the west (and Egya to the east) belonged to the state of Fante ('Fanteene'); hence the factory sent representatives to negotiate with 'the Quantrees and Braffo' at Fante (<a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-219#actrade-9780197261767-milestone-510"">nos 215</a>, <a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-251#actrade-9780197261767-milestone-565"">247–8</a>), and the town's own chiefs went to Fante to attend the celebration of 'their Christmas day' (<a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-281#actrade-9780197261767-milestone-623"">no. 277</a>). The hinterland traders, as at Anashan, were the Akani ('Arcanies'). Recurrently trade from the interior to Anomabu was interrupted by Kabestera and other states in the immediate interior associated with it (<a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-272#actrade-9780197261767-milestone-605"">nos 268–9</a>, <a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-329#actrade-9780197261767-milestone-702"">325</a>, <a href=""/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-362#actrade-9780197261767-milestone-751"">358</a>).</p></div>





































































































































































</div></div>"
"1531869432-2925","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-143","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-143""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-143"" id=""actrade-9780197261767-div2titlemilestone-143"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000140-title-"" id=""actrade-9780197261767-milestone-377"" class=""lineMilestone""></span>140. Arthur Richards<span class=""br""></span>Anishan, 13 Aug. 1681</h2>
<p>This goes by one of Mr Thelwalls men and serves to advise you that upon Hansacoes demanding satisfaction for the cutting downe of the flagg staffe the people here are gone to cutt a new one and this day twill be brought; they beg your worships pardon, and promise they will serve you in what they can for the future. If your worshipp demands further satisfaction, as far as they are able they will give itt, but plead much poverty. Ansacoe staies to see the flagg put up againe and I for farther order concerning the flagg.</p>
<p>[PS] By the bearer send 24 hens, which hope they will deliver safe.</p>
</div></div>"
"1531869692-2943","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-161","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-161""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-161"" id=""actrade-9780197261767-div2titlemilestone-161"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000158-title-"" id=""actrade-9780197261767-milestone-406"" class=""lineMilestone""></span>158. Arthur Richards<span class=""br""></span>Anishan, 19 Oct. 1681</h2>
<p>This is to acquaint you that last night, passed by this place (at about 12 a clock at night) two of your runaway slaves. I immediately gave notice to Mr Thelwall of itt and went out myselfe with the Curranteer and his people, but could not take them. Their names is Baffo and Booba, I beleeve they are gone to one Ashams croome, a Cabasheere of Agga,<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-407"" id=""legend-actrade-9780197261767-milestone-407""><a href=""#paratextdiv-actrade-9780197261767-note-175"" id=""actrade-9780197261767-milestone-407"" class=""milestoneText marker""><sup>22</sup></a></span> who hath consared<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-408"" id=""legend-actrade-9780197261767-milestone-408""><a href=""#paratextdiv-actrade-9780197261767-note-176"" id=""actrade-9780197261767-milestone-408"" class=""milestoneText marker""><sup>23</sup></a></span> Boobas sister. I have sent to the said Ashams croome, not to demand them but to see if they be there or thereaboutes. If can find or here of them shall acquaint your worshipp of it.<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-409"" id=""legend-actrade-9780197261767-milestone-409""><a href=""#paratextdiv-actrade-9780197261767-note-177"" id=""actrade-9780197261767-milestone-409"" class=""milestoneText marker""><sup>24</sup></a></span></p>
</div></div>"
"1531872314-3123","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-341","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-341""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-341"" id=""actrade-9780197261767-div2titlemilestone-341"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000337-title-"" id=""actrade-9780197261767-milestone-719"" class=""lineMilestone""></span>337. Richard Thelwall<span class=""br""></span>Annamaboe, 6 May 1683</h2>
<p>Last night I received yours. As to corne I have 100 and odd chests but I cannot tell whether I shall gett enough corne betwixt this and Wensday for Captain Lumley, but desire your honour for to keepe him till this day sennitt<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-720"" id=""legend-actrade-9780197261767-milestone-720""><a href=""#paratextdiv-actrade-9780197261767-note-254"" id=""actrade-9780197261767-milestone-720"" class=""milestoneText marker""><sup>59</sup></a></span> for now they are forct to send up in the country a great way for their corne, I shall seeke for to gett itt as soone as possible may be. As to goods proper for Agga, iron barrs, lead barrs, sayes, perpetuano's, sheets, paper brawles, and Guyney clouts etc., what your Honour <span id=""page132"" class=""page-break""><span id=""actrade-9780197261767-milestone-721"">pg 132</span></span>thinks fitting, but itt would be convenient the sloope be here 2 or 3 dayes before the ship comes here, for itt will be a great trouble for to land the goods here and send them afterwards a mile by land to Agga. Mr Burrowes hath been troubled with a paine in his head and bones, I suppose gott cold. Francis Nixon hath been ill this 10 day's. Old Harrey, old Charles, John Ratlife, they have been all ill, but thanks be to God they are all on the mending hand. As to a canoe, here is none to be gott for love nor money. I and Mr Burrows wants wrighting paper and inke and some brandy for Mr Burrow's, for I have but little left.</p></div></div>"
"1531871474-3067","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-285","<div id=""contentRoot""><div class=""div2 letter sub-work""><a name=""actrade-9780197261767-div2-285""></a><h2><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div2titlemilestone-285"" id=""actrade-9780197261767-div2titlemilestone-285"" class=""lineMilestone""></span><span nearest-note="""" sortable-milestone=""000000281-title-"" id=""actrade-9780197261767-milestone-629"" class=""lineMilestone""></span>281. Richard Thelwall<span class=""br""></span>Anamaboe, 4 July 1682</h2>
<p>Last night I received yours, whereby [you] desire for to gett 450 or 500 chests of corne for Captain North. This morning I spake with our Cabisheers, and hee that hath most hath but 5 chests; but they say if I would give as others did, they would send to Annian<span class=""fragment-marker work-legend"" data-type=""fragment-marker"" sortable-milestone=""actrade-9780197261767-milestone-630"" id=""legend-actrade-9780197261767-milestone-630""><a href=""#paratextdiv-actrade-9780197261767-note-237"" id=""actrade-9780197261767-milestone-630"" class=""milestoneText marker""><sup>42</sup></a></span> and gett some; I told them all the ships were gon, and the other ships would take new corne, but att last when they went away, they said if your honour will give 2 angles they will send up into the country for to gett some, soe if please to send present advice, what [you] will give, I shall use my utmost endeavour, but [you] must send word before the ship comes downe, otherwise they will raise the price. Yesterday and this day I sold 43 perpetuano's and most of the iron that came downe in the canoes, I have 6 in 7 marks of good gold which shall send per first good oppertunity. May please to send some more perpetuano's per first good oppertunity, for great many of these are broken and wormeaten. The Arcanies like these last iron barrs, and would have mee write for some more of the same, and some good perpetuano's.</p>
</div></div>"
"1531874832-3296","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div2-2","Next Section","http://www.oxfordscholarlyeditions.com.ezp-prod1.hul.harvard.edu/view/10.1093/actrade/9780197261767.book.1/actrade-9780197261767-div4-8","<div id=""contentRoot""><div class=""div4 letter sub-work""><a name=""actrade-9780197261767-div4-8""></a><h4><span nearest-note="""" sortable-milestone=""actrade-9780197261767-div4titlemilestone-8"" id=""actrade-9780197261767-div4titlemilestone-8"" class=""lineMilestone""></span><span id=""page262"" class=""page-break""><span id=""actrade-9780197261767-milestone-1224"">pg 262</span></span><span nearest-note="""" sortable-milestone=""000000503-title-"" id=""actrade-9780197261767-milestone-1225"" class=""lineMilestone""></span>503. Samuell Starland<span class=""br""></span>Aboard the Affrican Merchant, Anamaboe, 2 Jan 1681/2</h4>
<p>This afternoon I received your commands, and if that I had had anything that had been worth troubleing your worship with I should have sent you word. As for the interlopers threatning to lay mee aboard, hee was att the same time more afraid of being laid a board himselfe, for hee presently waid and stood off to sea and I after him for the space of two hours, and then I stood in againe and about an houre afterwards he tackt and stood in againe and came to an anchor, and the next morning I waid and came to anchor alongst his side, and yesterday about 3 a clock hee waid and this morning wee see him att anchor a great deale to leward off of Amersa. Mr Shears was this morning aboard and told mee the blacks were very unkind to him att Annamaboe, but hee went this morning ashoare to Agga.</p></div></div>"
